#,Name,Comments 1,Quarter,Down,Distance,Field Position,P/10,SY/GL,Red Area,Drive #,Drive Play #,Gain,R/P,Hash,Personnel,Formation,Form Var,Motion,Starting Form,FIB,Endover,Form Adj Reduce,Y Location,Pass Concept,Pass Result,Backfield,Run Concept,Run Strength,Play Type,Proctection,Front,Front Type,Stunt,Pressure Type,Coverage,2M/4M,BC/REC,QB,RB,TE,WR,Tempo,pff_OFFPERSONNELBASIC,pff_RUNPASS,pff_DRIVEPLAY,pff_HASHDEF,pff_PREVIOUSGAINLOSS,pff_GAINLOSS,pff_SCREEN,pff_QUICKGAME,pff_RUNCONCEPT3,pff_RUNCONCEPTPRIMARY,pff_PENALTY,pff_TOUCHDOWN,pff_TRICKLOOK,pff_TRICKPLAY,pff_TEMPO,pff_2MINUTE,pff_GARBAGETIME,pff_BALLCARRIER,pff_QB,pff_RBS,pff_WRS,pff_TES,pff_FRONTTYPE,pff_OFFFORMATIONGROUP,pff_RUNPASSOPTION,pff_PREVIOUSRUNPASS,pff_PASSRECEIVERTARGET,pff_BLITZDOG,pff_PASSCOVERAGEBASIC
752,"2025 UAB O vs Florida State, PFF Play 054",54,2,2,12,'+33,2,,,4,11,0.0,P,L,21,DUO Y OFF,SNUG,TOZ,,X,,X,OFF,,THROWN AWAY,GN,JET SWEEP,STR,DB,,UNDER,4 DOWN,,,COVER 3,,,ALBI 07,03; 11,85,00; 06,0,21,P,11,L,-2.0,,0,0.0,,,,,0,0,0,0,0,,ALBI 07,03; 11,00; 06,85,UNDER,2x2,0,R,,0,COVER 3
753,"2025 UAB O vs Florida State, PFF Play 055",55,2,3,12,'+33,3,,,4,12,-5.0,X,L,11,TRIPS,,,,,,,ON,CURLS,,GN,JET SWEEP,STR,,GAP,OVER,4 DOWN,,,,,,ALBI 07,03,85,00; 06; 12,0,11,X,12,L,,,0,,,,ALBI 85 FST,,0,0,0,0,0,,ALBI 07,03,00; 06; 12,85,OVER,3x1,0,P,,0,
754,"2025 UAB O vs Florida State, PFF Play 056",56,2,3,17,'+38,3,,,4,13,-5.0,X,L,12,KING U OFF,,H IN,,,,,SLOT,CURLS,,GF,JET SWEEP,STR,,GAP,UNDER,4 DOWN,,,,,,ALBI 07,03,17; 85,00; 06,0,12,X,13,L,,,0,,,,ALBI 85 FST,,0,0,0,0,0,,ALBI 07,03,00; 06,17; 85,UNDER,3x1,0,X,,0,
755,"2025 UAB O vs Florida State, PFF Play 057",57,2,3,22,'+43,3,,,4,14,-5.0,X,L,11,TRIPS - OPEN,Y FLEX/STK,,,X,,X,OPEN,CURLS,,GN,JET SWEEP,STR,,GAP,OKIE,4 DOWN,,,,,,ALBI 07,03,17,00; 06; 12,0,11,X,14,L,,,0,,,,ALBI 53 FST,,0,0,0,0,0,,ALBI 07,03,00; 06; 12,17,ODD,3x1,0,X,,0,
756,"2025 UAB O vs Florida State, PFF Play 058",58,2,3,27,'+48,3,,,4,15,0.0,P,L,21,PRO - OPEN,SNUG,,,,,X,OFF,,BATTED PASS,GS,CTR OY,STR,PA,,OKIE,4 DOWN,,BLITZ,COVER 3,,,ALBI 07,03; 11,17,00; 06,0,21,P,15,L,,,0,0.0,,COUNTER,,,0,0,0,0,0,,ALBI 07,03; 11,00; 06,17,ODD,2x1,1,X,,1,COVER 3
757,"2025 UAB O vs Florida State, PFF Play 072",72,2,1,10,'-25,P,,,5,1,2.0,R,R,11,TREY Y OFF,SNUG,BUZZ,,X,X,X,OFF,CURLS,,GN,ZONE RD ARC,ZN,ZN,GAP,WIDE OVER,4 DOWN,,,COVER 1,,ALBI 04,ALBI 07,04,17,00; 06; 12,0,11,R,1,R,,2.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 04,ALBI 07,04,00; 06; 12,17,WIDE OVER,1x3,0,P,,0,COVER 1
758,"2025 UAB O vs Florida State, PFF Play 073",73,2,2,8,'-27,2,,,5,2,-1.0,R,R,21,PRO - OPEN,SNUG,,,,,X,OFF,CURLS,,GS,SPL ZN,ZN,ZN,GAP,OVER,4 DOWN,,,COVER 3 SEAM,,ALBI 11,ALBI 15,03; 11,17,00; 06,0,21,R,2,R,2.0,-1.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 11,ALBI 15,03; 11,00; 06,17,OVER,1x2,0,R,,0,COVER 3 SEAM
759,"2025 UAB O vs Florida State, PFF Play 074",74,2,3,9,'-26,3,,,5,3,0.0,P,M,11,TRIPS,,,,,,,ON,,INCOMPLETE,GN,JET SWEEP,STR,DB,,WIDE OVER,4 DOWN,,,COVER 3,,ALBI 06,ALBI 07,03,17,00; 06; 12,0,11,P,3,C,-1.0,,0,0.0,,,,,0,0,0,0,0,,ALBI 07,03,00; 06; 12,17,WIDE OVER,1x3,0,R,ALBI 06,0,COVER 3
760,"2025 UAB O vs Florida State, PFF Play 086",86,2,1,10,'-25,P,,,6,1,19.0,P,R,11,TRIPS,,,,,,,ON,,COMPLETE,GN,JET SWEEP,STR,DB,,OVER,4 DOWN,,,COVER 4,,ALBI 06,ALBI 07,11,17,00; 06; 12,0,11,P,1,R,,19.0,0,0.0,,,,,0,0,0,2,0,ALBI 06,ALBI 07,11,00; 06; 12,17,OVER,1x3,0,P,ALBI 06,0,COVER 4
761,"2025 UAB O vs Florida State, PFF Play 087",87,2,1,10,'-44,P,,,6,2,0.0,P,M,11,TREY Y OFF,SNUG,,,X,X,X,OFF,,INCOMPLETE,GF,JET SWEEP,STR,DB,,ODD,4 DOWN,,,COVER 1,,ALBI 00,ALBI 07,11,17,00; 08; 12,0,11,P,2,C,19.0,,0,0.0,,,,,0,0,0,2,0,,ALBI 07,11,00; 08; 12,17,ODD,1x3,0,P,ALBI 00,0,COVER 1
762,"2025 UAB O vs Florida State, PFF Play 088",88,2,2,10,'-44,2,,,6,3,5.0,P,M,11,TREY Y OFF,SNUG,,,X,X,X,OFF,,COMPLETE,GF,JET SWEEP,STR,DB,,WIDE OVER,4 DOWN,,BLITZ,COVER 3 SEAM,,ALBI 12,ALBI 07,03,17,00; 06; 12,0,11,P,3,C,,5.0,0,0.0,,,ALBI 17 IDP,,0,0,0,2,0,ALBI 12,ALBI 07,03,00; 06; 12,17,WIDE OVER,3x1,0,P,ALBI 12,1,COVER 3 SEAM
763,"2025 UAB O vs Florida State, PFF Play 089",89,2,2,15,'-39,2,,,6,4,0.0,P,M,11,TREY Y OFF,SNUG,,,X,X,X,OFF,,INCOMPLETE,GF,JET SWEEP,STR,DB,,ODD,4 DOWN,STUNT,,COVER 3,,ALBI 03,ALBI 07,03,17,00; 06; 12,0,11,P,4,C,5.0,,0,0.0,,,,,0,0,0,2,0,,ALBI 07,03,00; 06; 12,17,ODD,3x1,0,P,ALBI 03,0,COVER 3
764,"2025 UAB O vs Florida State, PFF Play 090",90,2,3,15,'-39,3,,,6,5,15.0,P,M,11,DOUBLES,STK,,,X,,X,OPEN,,INCOMPLETE,GN,JET SWEEP,STR,DB,,ODD,4 DOWN,STUNT,,COVER 4,,ALBI 17,ALBI 07,03,17,00; 06; 12,0,11,P,5,C,,,0,0.0,,,FLSO D04 ILHd,,0,0,0,2,0,,ALBI 07,03,00; 06; 12,17,ODD,2x2,0,P,ALBI 17,0,COVER 4
765,"2025 UAB O vs Florida State, PFF Play 091",91,2,1,10,'+46,P,,,6,6,-2.0,P,M,11,DOUBLES,STK,,,X,,X,OPEN,,COMPLETE,GN,JET SWEEP,STR,DB,,BENCH,4 DOWN,,BLITZ,COVER 2,,ALBI 04,ALBI 07,04,17,00; 08; 12,0,11,P,6,C,,-2.0,0,0.0,,,,,0,0,0,2,0,ALBI 04,ALBI 07,04,00; 08; 12,17,WIDE UNDER,2x2,0,P,ALBI 04,1,COVER 2
766,"2025 UAB O vs Florida State, PFF Play 092",92,2,2,12,'+48,2,,,6,7,14.0,P,L,11,TRIPS - OPEN,Y AT 3,,,X,,X,OPEN,,COMPLETE,GF,JET SWEEP,STR,DB,,ODD,4 DOWN,,BLITZ,COVER 4,,ALBI 08,ALBI 07,04,17,00; 06; 08,0,11,P,7,L,-2.0,14.0,0,0.0,,,,,0,0,0,2,0,ALBI 08,ALBI 07,04,00; 06; 08,17,ODD,3x1,0,P,ALBI 08,1,COVER 4
767,"2025 UAB O vs Florida State, PFF Play 093",93,2,1,10,'+34,P,,,6,8,-7.0,P,R,11,TRIPS,,,,,,,ON,,SACK,GF,JET SWEEP,STR,DB,,ONE INTERIOR,4 DOWN,,BLITZ,COVER 1,,ALBI 07,ALBI 07,04,17,00; 06; 12,0,11,P,8,R,14.0,-7.0,0,0.0,,,ALBI 72 ILH,,0,0,0,2,0,ALBI 07,ALBI 07,04,00; 06; 12,17,ONE INTERIOR,1x3,0,P,,1,COVER 1
768,"2025 UAB O vs Florida State, PFF Play 094",94,2,1,25,'+49,1,,,6,9,0.0,P,R,11,TREY Y OFF,SNUG,,,X,X,X,OFF,,INCOMPLETE,GF,JET SWEEP,STR,DB,,ODD,4 DOWN,,,COVER 2,,ALBI 00,ALBI 07,04,17,00; 06; 12,0,11,P,9,R,-7.0,,0,0.0,,,,,0,0,0,2,0,,ALBI 07,04,00; 06; 12,17,ODD,1x3,0,P,ALBI 00,0,COVER 2
769,"2025 UAB O vs Florida State, PFF Play 095",95,2,2,25,'+49,2,,,6,10,0.0,P,R,11,TRIPS - OPEN,Y FLEX/STK,,,X,,X,OPEN,,INTERCEPTION,GN,JET SWEEP,WK,DB,,ODD,4 DOWN,,,PREVENT,,ALBI 17,ALBI 07,04,17,00; 06; 12,0,11,P,10,R,,,0,0.0,,,,,0,0,0,2,0,,ALBI 07,04,00; 06; 12,17,ODD,3x1,0,P,ALBI 17,0,PREVENT
770,"2025 UAB O vs Florida State, PFF Play 100",100,3,1,10,'-25,P,,,7,1,2.0,R,L,12,KING U OFF,,Z MTR,,,,X,SLOT,,,GN,SPL ZN SS,ZN,ZN,GAP,BENCH,4 DOWN,,,COVER 3,,ALBI 04,ALBI 07,04,17; 85,00; 08,0,12,R,1,L,,2.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 04,ALBI 07,04,00; 08,17; 85,WIDE UNDER,3x1,1,P,,0,COVER 3
771,"2025 UAB O vs Florida State, PFF Play 101",101,3,2,8,'-27,2,,,7,2,21.0,P,M,11,OTHER,,Z MTR,,,,,,,COMPLETE,GF,Y INSERT,STR,PA,,EVEN,4 DOWN,,,COVER 3,,ALBI 85,ALBI 15,11,85,00; 06; 08,0,11,P,2,C,2.0,21.0,0,0.0,,INSIDE ZONE,,,0,0,0,0,0,ALBI 85,ALBI 15,11,00; 06; 08,85,EVEN,2x4,1,R,ALBI 85,0,COVER 3
772,"2025 UAB O vs Florida State, PFF Play 102",102,3,1,10,'-48,P,,,7,3,2.0,R,R,11,OTHER,,,,,,,,,,GEMP,QB DRAW,WK,DRAW,GAP,ONE INTERIOR,4 DOWN,,,COVER 3 SEAM,,ALBI 15,ALBI 15,11,85,00; 06; 08,1,11,R,3,R,21.0,2.0,0,,,DRAW,FLSO D08 DOF; (D) FLSO D99 ILS,,1,1,1,0,0,ALBI 15,ALBI 15,11,00; 06; 08,85,ONE INTERIOR,5x2,1,P,,0,COVER 3 SEAM
773,"2025 UAB O vs Florida State, PFF Play 103",103,3,1,5,'+47,1,,,7,4,0.0,R,R,11,TRIPS,,,,,,,ON,,,GF,ZONE RD ARC,STR,ZN,GAP,WIDE OVER,4 DOWN,,,COVER 1,,ALBI 11,ALBI 07,11,85,00; 06; 12,0,11,R,4,R,2.0,0.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 11,ALBI 07,11,00; 06; 12,85,WIDE OVER,1x3,1,R,,0,COVER 1
774,"2025 UAB O vs Florida State, PFF Play 104",104,3,2,5,'+47,2,,,7,5,11.0,P,M,12,SLOT - WING,,,,,,,SLOT,,COMPLETE,GN,Q POWER G LD,STR,PA,,WIDE OVER,4 DOWN,,BLITZ,COVER 4,,ALBI 00,ALBI 07,04,17; 85,00; 08,0,12,P,5,C,0.0,11.0,0,0.0,,PULL LEAD,,,0,0,0,0,0,ALBI 00,ALBI 07,04,00; 08,17; 85,WIDE OVER,2x2,1,R,ALBI 00,1,COVER 4
775,"2025 UAB O vs Florida State, PFF Play 105",105,3,1,10,'+36,P,,,7,6,0.0,P,L,12,ACE YU OFF,,,,,,X,OFF,,INCOMPLETE,PSTL,OUTSIDE ZN LD,STR,PA,,WIDE OVER,4 DOWN,,BLITZ,COVER 3,,ALBI 12,ALBI 07,04,17; 85,00; 12,0,12,P,6,L,11.0,,0,0.0,,OUTSIDE ZONE,,,0,0,0,0,0,,ALBI 07,04,00; 12,17; 85,WIDE OVER,2x2,0,P,ALBI 12,1,COVER 3
776,"2025 UAB O vs Florida State, PFF Play 106",106,3,2,10,'+36,2,,,7,7,6.0,P,L,11,TREY Y OFF,SNUG,,,X,X,X,OFF,,RUN,GN,Q POWER G LD,STR,PA,,WIDE OVER,4 DOWN,,BLITZ,COVER 3 CLOUD,,ALBI 07,ALBI 07,04,17,00; 06; 12,0,11,P,7,L,,6.0,0,0.0,,PULL LEAD,,,0,0,0,0,0,ALBI 07,ALBI 07,04,00; 06; 12,17,WIDE OVER,3x1,0,P,,1,COVER 3 CLOUD
777,"2025 UAB O vs Florida State, PFF Play 107",107,3,3,4,'+30,3,,,7,8,23.0,P,L,12,KING U OFF,,,,,,,SLOT,,COMPLETE,GN,Y INSERT,STR,PA,,UNDER,4 DOWN,,BLITZ,COVER 3 CLOUD,,ALBI 00,ALBI 07,04,17; 85,00; 08,0,12,P,8,L,6.0,23.0,0,0.0,,INSIDE ZONE,,,0,0,0,0,0,ALBI 00,ALBI 07,04,00; 08,17; 85,UNDER,3x1,1,P,ALBI 00,1,COVER 3 CLOUD
778,"2025 UAB O vs Florida State, PFF Play 108",108,3,1,7,'+7,1,GL,RA,7,9,0.0,P,L,21,DUO Y OFF,SNUG,,,,,X,OFF,,INTERCEPTION,GN,,WK,PA,,UNDER,4 DOWN,,,RED ZONE,,ALBI 06,ALBI 07,03; 11,17,00; 06,0,21,P,9,L,23.0,,0,0.0,,UNDEFINED,,,0,0,0,0,0,,ALBI 07,03; 11,00; 06,17,UNDER,2x2,0,P,ALBI 06,0,RED ZONE
779,"2025 UAB O vs Florida State, PFF Play 117",117,3,1,10,'-25,P,,,8,1,5.0,R,R,12,ACE YU OFF,,,,,,X,OFF,CURLS,,,OUTSIDE ZN LD,STR,ZN,GAP,WIDE OVER,4 DOWN,,,COVER 3 SEAM,,ALBI 03,ALBI 07,03,17; 85,00; 12,0,12,R,1,R,,5.0,0,,,OUTSIDE ZONE,,,0,0,0,0,0,ALBI 03,ALBI 07,03,00; 12,17; 85,WIDE OVER,2x2,0,P,,0,COVER 3 SEAM
780,"2025 UAB O vs Florida State, PFF Play 118",118,3,2,5,'-30,2,,,8,2,4.0,P,R,21,TRIPS,,H IN,,,,,ON,,COMPLETE,GN,REVERSE,STR,PA,,WIDE OVER,4 DOWN,,,COVER 3 CLOUD,,ALBI 11,ALBI 07,03; 11,85,00; 06,1,21,P,2,R,5.0,4.0,1,0.0,,TRICK,,,0,0,1,0,0,ALBI 11,ALBI 07,03; 11,00; 06,85,WIDE OVER,1x3,0,R,ALBI 11,0,COVER 3 CLOUD
781,"2025 UAB O vs Florida State, PFF Play 119",119,3,3,1,'-34,3,SY,,8,3,12.0,R,L,22,TOAD WING - PRO,,,,,,,,CURLS,,,OUTSIDE ZN LD,STR,ZN,GAP,DBL PLUG,4 DOWN,,,COVER 0,,ALBI 11,ALBI 07,04; 11,17; 85,06,0,22,R,3,L,4.0,12.0,0,,,OUTSIDE ZONE,,,0,0,0,0,0,ALBI 11,ALBI 07,04; 11,06,17; 85,DOUBLE PLUG,2x3,0,P,,0,COVER 0
782,"2025 UAB O vs Florida State, PFF Play 120",120,3,1,10,'-46,P,,,8,4,5.0,P,L,12,SLOT - WING,,,,,,,SLOT,,COMPLETE,GF,OUTSIDE ZN,STR,PA,,OVER,4 DOWN,,,COVER 4,,ALBI 00,ALBI 07,04,17; 85,00; 06,0,12,P,4,L,12.0,5.0,0,0.0,,OUTSIDE ZONE,,,0,0,0,0,0,ALBI 00,ALBI 07,04,00; 06,17; 85,OVER,2x2,1,R,ALBI 00,0,COVER 4
783,"2025 UAB O vs Florida State, PFF Play 121",121,3,2,5,'+49,2,,,8,5,0.0,P,R,11,TREY Y OFF,SNUG,,,X,X,X,OFF,,INCOMPLETE,GF,JET SWEEP,STR,DB,,OVER,4 DOWN,,,COVER 3 SEAM,,ALBI 00,ALBI 07,04,17,00; 06; 12,0,11,P,5,R,5.0,,0,0.0,,,,,0,0,0,0,0,,ALBI 07,04,00; 06; 12,17,OVER,1x3,0,P,ALBI 00,0,COVER 3 SEAM
784,"2025 UAB O vs Florida State, PFF Play 122",122,3,3,5,'+49,3,,,8,6,-1.0,R,R,12,SLOT - WING,,,,,,,SLOT,,,GN,ZONE RD ARC,STR,ZN,GAP,WIDE OVER,5 DOWN,,,COVER 1,,ALBI 04,ALBI 07,04,17; 85,00; 08,0,12,R,6,R,,-1.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 04,ALBI 07,04,00; 08,17; 85,WIDE OVER,2x2,1,P,,0,COVER 1
785,"2025 UAB O vs Florida State, PFF Play 123",123,3,4,6,'+50,4,,,8,7,-5.0,P,M,11,TRIPS - OPEN,Y AT 3,Y BNC,,X,,X,OPEN,,SACK,GF,JET SWEEP,STR,DB,,WIDE OVER,4 DOWN,,,COVER 1,,ALBI 07,ALBI 07,04,85,00; 06; 12,0,11,P,7,C,-1.0,-5.0,0,0.0,,,,,0,0,0,0,0,ALBI 07,ALBI 07,04,00; 06; 12,85,WIDE OVER,3x1,0,R,,0,COVER 1
786,"2025 UAB O vs Florida State, PFF Play 131",131,3,1,10,'-25,P,,,9,1,0.0,P,R,11,TREY Y OFF,SNUG,,,X,X,X,OFF,,INCOMPLETE,GN,Q DART,STR,PA,,WIDE OVER,4 DOWN,,,COVER 3 SEAM,,ALBI 00,ALBI 07,11,17,00; 06; 12,0,11,P,1,R,-5.0,,0,0.0,,POWER,,,0,0,0,0,0,,ALBI 07,11,00; 06; 12,17,WIDE OVER,1x3,0,P,ALBI 00,0,COVER 3 SEAM
787,"2025 UAB O vs Florida State, PFF Play 132",132,3,2,10,'-25,2,,,9,2,-1.0,R,R,12,KING U OFF,,,,,,,SLOT,,,GN,Y INSERT,STR,ZN,GAP,BENCH,5 DOWN,,,COVER 3 SEAM,,ALBI 11,ALBI 07,11,17; 85,00; 08,0,12,R,2,R,,-1.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 11,ALBI 07,11,00; 08,17; 85,WIDE UNDER,1x3,1,P,,0,COVER 3 SEAM
788,"2025 UAB O vs Florida State, PFF Play 133",133,3,3,11,'-24,3,,,9,3,0.0,P,R,11,OTHER,,,,,,,,,INCOMPLETE,GEMP,JET SWEEP,STR,DB,,ODD,4 DOWN,,,COVER 3 SEAM,,ALBI 06,ALBI 15,11,17,00; 06; 08,1,11,P,3,R,-1.0,,0,0.0,,,,,0,0,1,0,0,,ALBI 15,11,00; 06; 08,17,ODD,5x2,0,R,ALBI 06,0,COVER 3 SEAM
789,"2025 UAB O vs Florida State, PFF Play 137",137,3,1,10,'-25,P,,,10,1,0.0,P,R,30,ACE YU OFF,,,,,,X,OFF,,INCOMPLETE,PSTL,Y INSERT,WK,PA,,BENCH,4 DOWN,,,COVER 4,,ALBI 04,ALBI 15,03; 04; 11,,00; 06,0,30,P,1,R,,,0,0.0,,MAN,(D) ALBI 68 IDP,,0,0,0,0,0,,ALBI 15,03; 04; 11,00; 06,,WIDE UNDER,2x2,0,P,ALBI 04,0,COVER 4
790,"2025 UAB O vs Florida State, PFF Play 138",138,3,2,10,'-25,2,,,10,2,13.0,P,R,11,TREY Y OFF,SNUG,Z OUT,,X,X,X,OFF,,COMPLETE,GF,JET SWEEP,STR,DB,,WIDE OVER,4 DOWN,,BLITZ,COVER 4,,ALBI 85,ALBI 07,03,85,00; 06; 12,0,11,P,2,R,,13.0,0,0.0,,,,,0,0,0,0,0,ALBI 85,ALBI 07,03,00; 06; 12,85,WIDE OVER,1x3,0,P,ALBI 85,1,COVER 4
791,"2025 UAB O vs Florida State, PFF Play 139",139,3,1,10,'-38,P,,,10,3,13.0,P,L,11,TREY Y OFF,SNUG,,,X,X,X,OFF,,COMPLETE,GN,Y INSERT,STR,PA,,WIDE OVER,4 DOWN,,,COVER 3,,ALBI 06,ALBI 07,03,85,00; 06; 12,0,11,P,3,L,13.0,13.0,0,0.0,,INSIDE ZONE,,,0,0,0,0,0,ALBI 06,ALBI 07,03,00; 06; 12,85,WIDE OVER,3x1,1,P,ALBI 06,0,COVER 3
792,"2025 UAB O vs Florida State, PFF Play 140",140,3,1,10,'+49,P,,,10,4,15.0,P,M,12,TREY U STING BUNCH,,Y BNC,,,,,PRO,,INCOMPLETE,PSTL,OUTSIDE ZN LD,STR,PA,,UNDER,5 DOWN,,,COVER 1,,ALBI 12,ALBI 07,03,17; 85,00; 12,0,12,P,4,C,13.0,,0,0.0,,OUTSIDE ZONE,FLSO D01 DPI,,0,0,0,0,0,,ALBI 07,03,00; 12,17; 85,UNDER,3x1,0,P,ALBI 12,0,COVER 1
793,"2025 UAB O vs Florida State, PFF Play 141",141,3,1,10,'+34,P,,,10,5,15.0,P,M,11,TRIPS,,,,,,,ON,,COMPLETE,GN,JET SWEEP,STR,DB,,WIDE OVER,4 DOWN,,,COVER 3 SEAM,,ALBI 00,ALBI 07,11,17,00; 06; 08,0,11,P,5,C,,15.0,0,0.0,,,,,0,0,0,0,0,ALBI 00,ALBI 07,11,00; 06; 08,17,WIDE OVER,3x1,0,P,ALBI 00,0,COVER 3 SEAM
794,"2025 UAB O vs Florida State, PFF Play 142",142,3,1,10,'+19,P,,RA,10,6,7.0,R,L,11,TRIPS,,,,,,,ON,CURLS,,GN,OUTSIDE ZN LD,WK,ZN,GAP,OVER,4 DOWN,,BLITZ,COVER 1,,ALBI 11,ALBI 07,11,17,00; 06; 12,0,11,R,6,L,15.0,7.0,0,,,OUTSIDE ZONE,,,0,0,0,0,0,ALBI 11,ALBI 07,11,00; 06; 12,17,OVER,3x1,0,P,,1,COVER 1
795,"2025 UAB O vs Florida State, PFF Play 143",143,4,2,3,'+12,2,SY,RA,10,7,9.0,R,R,11,TREY Y OFF,SNUG,H IN,,X,X,X,OFF,CURLS,,GN,Q SPL ZN,STR,ZN,GAP,WIDE OVER,4 DOWN,,,COVER 3,,ALBI 11,ALBI 07,11,17,00; 06; 08,0,11,R,7,R,7.0,9.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 11,ALBI 07,11,00; 06; 08,17,WIDE OVER,1x3,0,R,,0,COVER 3
796,"2025 UAB O vs Florida State, PFF Play 144",144,4,1,3,'+3,1,SY/GL,RA,10,8,0.0,R,M,11,TREY Y OFF,SNUG,,,X,X,X,OFF,CURLS,,GN,SPL ZN SS,ZN,ZN,GAP,OVER,4 DOWN,,BLITZ,COVER 0,,ALBI 11,ALBI 07,11,17,00; 06; 08,1,11,R,8,C,9.0,0.0,0,,,INSIDE ZONE,,,0,0,1,0,0,ALBI 11,ALBI 07,11,00; 06; 08,17,OVER,1x3,0,R,,1,COVER 0
797,"2025 UAB O vs Florida State, PFF Play 145",145,4,2,3,'+3,2,SY/GL,RA,10,9,3.0,R,M,12,KING U OFF,,,,,,,SLOT,CURLS,,GF,SPL ZN SS,STR,ZN,GAP,BENCH,5 DOWN,,,RED ZONE,,ALBI 11,ALBI 07,11,17; 85,00; 08,0,12,R,9,C,0.0,3.0,0,,,INSIDE ZONE,,ALBI 11,0,0,0,0,0,ALBI 11,ALBI 07,11,00; 08,17; 85,WIDE UNDER,1x3,0,R,,0,RED ZONE
798,"2025 UAB O vs Florida State, PFF Play 155",155,4,1,10,'-25,P,,,11,1,5.0,R,R,11,DUO Y OFF,SNUG,,,,,X,OFF,,,GN,CTR OY,STR,GAP,GAP,ODD,4 DOWN,,,COVER 4,,ALBI 04,ALBI 07,04,85,00; 06; 12,0,11,R,1,R,3.0,5.0,0,,,COUNTER,,,0,0,0,0,0,ALBI 04,ALBI 07,04,00; 06; 12,85,ODD,2x2,1,R,,0,COVER 4
799,"2025 UAB O vs Florida State, PFF Play 156",156,4,2,5,'-30,2,,,11,2,18.0,P,L,11,TRIPS - OPEN,Y AT 3,,,X,,X,OPEN,,COMPLETE,GF,JET SWEEP,STR,DB,,WIDE OVER,4 DOWN,,,COVER 4,,ALBI 00,ALBI 07,04,85,00; 06; 12,1,11,P,2,L,5.0,18.0,0,0.0,,,,,0,0,1,0,0,ALBI 00,ALBI 07,04,00; 06; 12,85,WIDE OVER,3x1,0,R,ALBI 00,0,COVER 4
800,"2025 UAB O vs Florida State, PFF Play 157",157,4,1,10,'-48,P,,,11,3,0.0,R,R,11,DUO Y OFF,SNUG,Z IN,,,,X,OFF,CURLS,,PSTL,Y INSERT,STR,ZN,GAP,OVER,4 DOWN,,,COVER 1,,ALBI 04,ALBI 07,04,85,00; 06; 12,1,11,R,3,R,18.0,0.0,0,,,MAN,,,0,0,1,0,0,ALBI 04,ALBI 07,04,00; 06; 12,85,OVER,2x2,0,P,,0,COVER 1
801,"2025 UAB O vs Florida State, PFF Play 158",158,4,2,10,'-48,2,,,11,4,8.0,P,R,11,TRIPS,,,,,,,ON,,RUN,GF,,STR,PA,,ONE INTERIOR,4 DOWN,,BLITZ,COVER 1,,ALBI 07,ALBI 07,04,85,00; 06; 12,0,11,P,4,R,0.0,8.0,0,0.0,,UNDEFINED,,,0,0,0,0,0,ALBI 07,ALBI 07,04,00; 06; 12,85,ONE INTERIOR,1x3,0,R,,1,COVER 1
802,"2025 UAB O vs Florida State, PFF Play 159",159,4,3,2,'+44,3,SY,,11,5,3.0,R,R,21 (**),WING - NIX,,,,,,,,CURLS,,,OUTSIDE ZN LD,STR,ZN,GAP,JOKER,5 DOWN,,BLITZ,COVER 0,,ALBI 04,ALBI 07,03; 04,85,,0,21 (**),R,5,R,8.0,3.0,0,,,OUTSIDE ZONE,,,0,1,0,0,0,ALBI 04,ALBI 07,03; 04,,85,OVER,0x2,0,P,,1,COVER 0
803,"2025 UAB O vs Florida State, PFF Play 160",160,4,1,10,'+41,P,,,11,6,2.0,P,M,21,PRO - OPEN,SNUG,,,,,X,OFF,,COMPLETE,GS,Q POWER G LD,STR,PA,,WIDE OVER,4 DOWN,,BLITZ,COVER 2,,ALBI 04,ALBI 07,03; 04,17,00; 06,0,21,P,6,C,3.0,2.0,0,0.0,,PULL LEAD,,,0,0,0,0,0,ALBI 04,ALBI 07,03; 04,00; 06,17,WIDE OVER,2x1,1,R,ALBI 04,1,COVER 2
804,"2025 UAB O vs Florida State, PFF Play 161",161,4,2,8,'+39,2,,,11,7,0.0,P,L,21,TREY Y OFF,SNUG,TOZ,,X,,X,OFF,,INCOMPLETE,GN,,WK,PA,,WIDE OVER,4 DOWN,,BLITZ,COVER 2,,ALBI 03,ALBI 07,03; 04,17,00; 06,0,21,P,7,L,2.0,,0,0.0,,UNDEFINED,,,0,0,0,0,0,,ALBI 07,03; 04,00; 06,17,WIDE OVER,3x1,0,P,ALBI 03,1,COVER 2
805,"2025 UAB O vs Florida State, PFF Play 162",162,4,3,8,'+39,3,,,11,8,14.0,P,L,11,TREY Y OFF,SNUG,,,X,X,X,OFF,,COMPLETE,GF,JET SWEEP,STR,DB,,OKIE,4 DOWN,STUNT,BLITZ,COVER 4,,ALBI 00,ALBI 07,04,17,00; 06; 12,0,11,P,8,L,,14.0,0,0.0,,,,,0,0,0,0,0,ALBI 00,ALBI 07,04,00; 06; 12,17,ODD,3x1,0,P,ALBI 00,1,COVER 4
