#,Name,Comments 1,Quarter,Down,Distance,Field Position,P/10,SY/GL,Red Area,Drive #,Drive Play #,Gain,R/P,Hash,Personnel,Formation,Form Var,Motion,Starting Form,FIB,Endover,Form Adj Reduce,Y Location,Pass Concept,Pass Result,Backfield,Run Concept,Run Strength,Play Type,Proctection,Front,Front Type,Stunt,Pressure Type,Coverage,2M/4M,BC/REC,QB,RB,TE,WR,Tempo,pff_OFFPERSONNELBASIC,pff_RUNPASS,pff_DRIVEPLAY,pff_HASHDEF,pff_PREVIOUSGAINLOSS,pff_GAINLOSS,pff_SCREEN,pff_QUICKGAME,pff_RUNCONCEPT3,pff_RUNCONCEPTPRIMARY,pff_PENALTY,pff_TOUCHDOWN,pff_TRICKLOOK,pff_TRICKPLAY,pff_TEMPO,pff_2MINUTE,pff_GARBAGETIME,pff_BALLCARRIER,pff_QB,pff_RBS,pff_WRS,pff_TES,pff_FRONTTYPE,pff_OFFFORMATIONGROUP,pff_RUNPASSOPTION,pff_PREVIOUSRUNPASS,pff_PASSRECEIVERTARGET,pff_BLITZDOG,pff_PASSCOVERAGEBASIC
590,"2025 UAB O vs Rice, PFF Play 062",62,2,2,2,'+2,2,SY/GL,RA,4,13,0.0,R,L,22,KING U OFF B HIP,,,,,,X,,CURLS,,,Q POWER G LD,STR,GAP,GAP,BEAR,5 DOWN,,,COVER 0,,ALBI 04,ALBI 15,03; 04,17; 85,05,0,22,R,13,L,0.0,0.0,0,,,PULL LEAD,,,0,0,0,0,0,ALBI 04,ALBI 15,03; 04,05,17; 85,BEAR,2x1,0,R,,0,COVER 0
591,"2025 UAB O vs Rice, PFF Play 063",63,2,3,2,'+2,3,SY/GL,RA,4,14,0.0,P,M,22,OTHER,,,,,,,,,COMPLETE,,INSIDE ZN RD,STR,PA,,BEAR,5 DOWN,,BLITZ,COVER 0,,ALBI 03,ALBI 15,03; 04,17; 85,18,0,22,P,14,C,0.0,0.0,0,0.0,,MAN,,,0,0,0,0,0,ALBI 03,ALBI 15,03; 04,18,17; 85,BEAR,1x1,1,R,ALBI 03,1,COVER 0
592,"2025 UAB O vs Rice, PFF Play 072",72,2,1,10,'-44,P,,,5,1,26.0,P,L,11,DOUBLES,STK,,,,,,OPEN,,COMPLETE,GF,JET SWEEP,STR,DB,,ODD,4 DOWN,,,COVER 6,,ALBI 01,ALBI 15,03,17,00; 01; 06,0,11,P,1,L,0.0,26.0,0,0.0,,,,,0,0,0,2,0,ALBI 01,ALBI 15,03,00; 01; 06,17,ODD,2x2,0,P,ALBI 01,0,COVER 6
593,"2025 UAB O vs Rice, PFF Play 073",73,2,1,10,'+30,P,,,5,2,11.0,P,R,11,TREY Y OFF,SNUG,,,X,,X,OFF,,COMPLETE,GF,JET SWEEP,STR,DB,,ODD,4 DOWN,,,COVER 3 SEAM,,ALBI 00,ALBI 15,03,17,00; 06; 18,0,11,P,2,R,26.0,11.0,0,0.0,,,,,0,0,0,2,0,ALBI 00,ALBI 15,03,00; 06; 18,17,ODD,1x3,0,P,ALBI 00,0,COVER 3 SEAM
594,"2025 UAB O vs Rice, PFF Play 074",74,2,1,10,'+19,P,,RA,5,3,0.0,P,R,11,TREY Y OFF,SNUG,,,X,,X,OFF,,THROWN AWAY,GF,JET SWEEP,STR,DB,,ODD,4 DOWN,,BLITZ,COVER 1,,,ALBI 15,03,17,00; 01; 06,0,11,P,3,R,11.0,,0,0.0,,,,,0,0,0,2,0,,ALBI 15,03,00; 01; 06,17,ODD,1x3,0,P,,1,COVER 1
595,"2025 UAB O vs Rice, PFF Play 075",75,2,2,10,'+19,2,,RA,5,4,6.0,P,R,11,DOUBLES,STK,,,,,,OPEN,,COMPLETE,GN,JET SWEEP,STR,DB,,ODD,4 DOWN,STUNT,BLITZ,COVER 1,,ALBI 00,ALBI 15,03,17,00; 01; 06,0,11,P,4,R,,6.0,0,0.0,,,TXRI D75 ILHd,,0,0,0,2,0,ALBI 00,ALBI 15,03,00; 01; 06,17,ODD,2x2,0,P,ALBI 00,1,COVER 1
596,"2025 UAB O vs Rice, PFF Play 076",76,2,1,6,'+6,1,GL,RA,5,5,0.0,P,R,11,TREY Y OFF,SNUG,,,X,,X,OFF,,INCOMPLETE,GF,JET SWEEP,STR,DB,,ODD,4 DOWN,STUNT,,BRACKET,,ALBI 01,ALBI 15,03,17,00; 01; 06,0,11,P,5,R,6.0,,0,0.0,,,,,0,0,0,2,0,,ALBI 15,03,00; 01; 06,17,ODD,1x3,0,P,ALBI 01,0,BRACKET
597,"2025 UAB O vs Rice, PFF Play 077",77,2,2,6,'+6,2,GL,RA,5,6,-5.0,P,R,11,DUO Y OFF,SNUG,Z BNC,,,,X,OFF,,HIT AS THREW,GN,JET SWEEP,STR,DB,,ODD,4 DOWN,,BLITZ,COVER 1,,,ALBI 15,03,17,00; 01; 06,0,11,P,6,R,,,0,0.0,,,ISH,,0,0,0,2,0,,ALBI 15,03,00; 01; 06,17,ODD,2x2,0,P,,1,COVER 1
598,"2025 UAB O vs Rice, PFF Play 078",78,2,2,11,'+11,2,,RA,5,7,-10.0,P,R,11,TRIPS,,,,,,,ON,,SACK,GN,JET SWEEP,STR,DB,,ODD,4 DOWN,STUNT,BLITZ,COVER 1,,ALBI 15,ALBI 15,03,85,00; 01; 06,0,11,P,7,R,,-10.0,0,0.0,,,,,0,0,0,2,0,ALBI 15,ALBI 15,03,00; 01; 06,85,ODD,1x3,0,P,,1,COVER 1
599,"2025 UAB O vs Rice, PFF Play 079",79,2,3,21,'+21,3,,,5,8,21.0,P,R,11,TRIPS,,,,,,,ON,,COMPLETE,GN,JET SWEEP,WK,DB,,OKIE,4 DOWN,,,COVER 3 CLOUD,,ALBI 06,ALBI 15,03,85,00; 01; 06,0,11,P,8,R,-10.0,21.0,0,0.0,,,,ALBI 06,0,0,0,2,0,ALBI 06,ALBI 15,03,00; 01; 06,85,ODD,1x3,0,P,ALBI 06,0,COVER 3 CLOUD
600,"2025 UAB O vs Rice, PFF Play 097",97,3,1,10,'-23,P,,,6,1,3.0,R,L,12,QUADS WING - NIX,,,,,,,,,,GN,Y INSERT,STR,ZN,GAP,WIDE OVER,4 DOWN,,,COVER 1,,ALBI 04,ALBI 15,04,17; 85,00; 01,0,12,R,1,L,21.0,3.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 04,ALBI 15,04,00; 01,17; 85,WIDE OVER,4x0,1,P,,0,COVER 1
601,"2025 UAB O vs Rice, PFF Play 098",98,3,2,7,'-26,2,,,6,2,9.0,P,L,11,DUO Y OFF,SNUG,Y MTR,,,,X,OFF,,COMPLETE,GF,Y INSERT,STR,PA,,ODD,4 DOWN,,,COVER 6,,ALBI 01,ALBI 15,04,85,00; 01; 06,0,11,P,2,L,3.0,9.0,0,0.0,,INSIDE ZONE,,,0,0,0,0,0,ALBI 01,ALBI 15,04,00; 01; 06,85,ODD,2x2,1,R,ALBI 01,0,COVER 6
602,"2025 UAB O vs Rice, PFF Play 099",99,3,1,10,'-35,P,,,6,3,19.0,R,R,12,TREY U HIP,,,,,,,WING PRO,CURLS,,GN,Q CTR OY RD,WK,GAP,GAP,WIDE OVER,4 DOWN,,,COVER 1,,ALBI 04,ALBI 15,04,17; 85,08; 18,0,12,R,3,R,9.0,19.0,0,,,COUNTER,,,0,0,0,0,0,ALBI 04,ALBI 15,04,08; 18,17; 85,WIDE OVER,1x3,0,P,,0,COVER 1
603,"2025 UAB O vs Rice, PFF Play 100",100,3,1,10,'+46,P,,,6,4,0.0,R,R,12,SLOT - WING,,BUZZ,,,,,,,,GN,Y INSERT,STR,ZN,GAP,WIDE OVER,4 DOWN,,,COVER 1,,ALBI 04,ALBI 15,04,17; 85,08; 18,0,12,R,4,R,19.0,0.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 04,ALBI 15,04,08; 18,17; 85,WIDE OVER,2x2,1,R,,0,COVER 1
604,"2025 UAB O vs Rice, PFF Play 101",101,3,2,10,'+46,2,,,6,5,0.0,P,M,11,TREY Y OFF,SNUG,,,X,,X,OFF,,INCOMPLETE,GF,JET SWEEP,STR,DB,,BENCH,4 DOWN,,,COVER 1,,ALBI 00,ALBI 15,03,17,00; 01; 06,0,11,P,5,C,0.0,,0,0.0,,,,,0,0,0,0,0,,ALBI 15,03,00; 01; 06,17,WIDE UNDER,1x3,0,R,ALBI 00,0,COVER 1
605,"2025 UAB O vs Rice, PFF Play 102",102,3,3,10,'+46,3,,,6,6,9.0,P,M,11,TREY Y OFF,SNUG,,,X,,X,OFF,,COMPLETE,GF,JET SWEEP,STR,DB,,ODD,4 DOWN,,BLITZ,COVER 3,,ALBI 17,ALBI 15,03,17,00; 01; 06,0,11,P,6,C,,9.0,0,0.0,,,,,0,0,0,0,0,ALBI 17,ALBI 15,03,00; 01; 06,17,ODD,1x3,0,P,ALBI 17,1,COVER 3
606,"2025 UAB O vs Rice, PFF Play 103",103,3,4,1,'+37,4,SY,,6,7,0.0,R,L,12,TREY Y OFF,SNUG,,,X,,X,OFF,CURLS,,,Q POWER G LD,STR,GAP,GAP,BEAR,5 DOWN,,BLITZ,COVER 3,,ALBI 03,ALBI 15,03,85; 88,06; 18,0,12,R,7,L,9.0,0.0,0,,,PULL LEAD,,,0,0,0,0,0,ALBI 03,ALBI 15,03,06; 18,85; 88,BEAR,1x3,0,P,,1,COVER 3
607,"2025 UAB O vs Rice, PFF Play 116",116,3,1,10,'-25,P,,,7,1,3.0,R,L,12,SLOT - WING,,,,,,,,,,GN,CTR OY,WK,GAP,GAP,ODD,4 DOWN,,,COVER 2,,ALBI 11,ALBI 15,11,85; 88,00; 01,0,12,R,1,L,0.0,3.0,0,,,COUNTER,,,0,0,0,0,0,ALBI 11,ALBI 15,11,00; 01,85; 88,ODD,2x2,1,R,,0,COVER 2
608,"2025 UAB O vs Rice, PFF Play 117",117,3,2,7,'-28,2,,,7,2,-5.0,X,L,11,TREY Y OFF,SNUG,,,X,,X,OFF,CURLS,,GN,JET SWEEP,STR,,GAP,EVEN,4 DOWN,,,,,,ALBI 15,11,85,00; 01; 06,0,11,X,2,L,3.0,,0,,,,ALBI 71 FST,,0,0,0,0,0,,ALBI 15,11,00; 01; 06,85,EVEN,3x1,0,R,,0,
609,"2025 UAB O vs Rice, PFF Play 118",118,3,2,12,'-23,2,,,7,3,0.0,P,L,11,TREY Y OFF,SNUG,,,X,,X,OFF,,INCOMPLETE,GN,Q POWER O,STR,RPO,,EVEN,4 DOWN,,,COVER 6,,ALBI 00,ALBI 15,11,85,00; 01; 06,0,11,P,3,L,,,0,0.0,,POWER,,,0,0,0,0,0,,ALBI 15,11,00; 01; 06,85,EVEN,3x1,1,X,ALBI 00,0,COVER 6
610,"2025 UAB O vs Rice, PFF Play 119",119,3,3,12,'-23,3,,,7,4,14.0,P,L,11,TRIPS,,,,,,,ON,,COMPLETE,GN,JET SWEEP,STR,DB,,ODD,4 DOWN,STUNT,BLITZ,COVER 6,,ALBI 00,ALBI 15,11,85,00; 01; 06,0,11,P,4,L,,14.0,0,0.0,,,,,0,0,0,0,0,ALBI 00,ALBI 15,11,00; 01; 06,85,ODD,3x1,0,P,ALBI 00,1,COVER 6
611,"2025 UAB O vs Rice, PFF Play 120",120,4,1,10,'-37,P,,,7,5,21.0,P,R,11,DUO Y OFF,SNUG,Y MTR,,,,X,OFF,,COMPLETE,GF,Q SPL ZN,STR,PA,,UNDER,4 DOWN,,BLITZ,COVER 1,,ALBI 00,ALBI 15,11,85,00; 01; 06,0,11,P,5,R,14.0,21.0,0,0.0,,INSIDE ZONE,,,0,0,0,0,0,ALBI 00,ALBI 15,11,00; 01; 06,85,UNDER,2x2,0,P,ALBI 00,1,COVER 1
612,"2025 UAB O vs Rice, PFF Play 121",121,4,1,10,'+42,P,,,7,6,0.0,P,L,21,DUO Y OFF,SNUG,T MTR,,,,X,OFF,,THROWN AWAY,GN,JET SWEEP,STR,DB,,EVEN,4 DOWN,,,COVER 3,,,ALBI 15,03; 11,88,05; 18,0,21,P,6,L,21.0,,0,0.0,,,,,0,0,0,0,0,,ALBI 15,03; 11,05; 18,88,EVEN,2x2,0,P,,0,COVER 3
613,"2025 UAB O vs Rice, PFF Play 122",122,4,2,10,'+42,2,,,7,7,-3.0,R,L,11,TRIPS,,,,,,,ON,,,GN,INSIDE ZN,ZN,ZN,GAP,WIDE OVER,4 DOWN,,BLITZ,COVER 3,,ALBI 04,ALBI 15,04,88,00; 01; 06,0,11,R,7,L,,-3.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 04,ALBI 15,04,00; 01; 06,88,WIDE OVER,3x1,1,P,,1,COVER 3
614,"2025 UAB O vs Rice, PFF Play 123",123,4,3,13,'+45,3,,,7,8,0.0,P,L,11,DUO Y OFF,SNUG,Y MO,,,,X,OFF,,INCOMPLETE,GF,JET SWEEP,STR,DB,,OKIE,4 DOWN,,,COVER 3 CLOUD,,ALBI 01,ALBI 15,04,88,00; 01; 06,0,11,P,8,L,-3.0,,0,0.0,,,,,0,0,0,0,0,,ALBI 15,04,00; 01; 06,88,ODD,2x2,0,R,ALBI 01,0,COVER 3 CLOUD
615,"2025 UAB O vs Rice, PFF Play 131",131,4,1,10,'-7,P,,,8,1,51.0,R,L,21,PRO - OPEN,SNUG,,,,,X,OFF,,,GS,CTR OY,WK,GAP,GAP,BENCH,4 DOWN,STUNT,BLITZ,COVER 3,,ALBI 04,ALBI 15,04; 11,85,05; 18,0,21,R,1,L,,51.0,0,,,COUNTER,TXRI D14 DH,,0,0,0,0,0,ALBI 04,ALBI 15,04; 11,05; 18,85,WIDE UNDER,2x1,1,P,,1,COVER 3
616,"2025 UAB O vs Rice, PFF Play 132",132,4,1,10,'+32,P,,,8,2,-1.0,R,L,21,PRO - OPEN,SNUG,,,,,X,OFF,,,GF,CTR OY,STR,GAP,GAP,UNDER,4 DOWN,,,COVER 3,,ALBI 04,ALBI 15,04; 11,85,05; 18,0,21,R,2,L,51.0,-1.0,0,,,COUNTER,,,0,0,0,0,0,ALBI 04,ALBI 15,04; 11,05; 18,85,UNDER,2x1,1,R,,0,COVER 3
617,"2025 UAB O vs Rice, PFF Play 133",133,4,2,11,'+33,2,,,8,3,3.0,R,L,11,TREY Y OFF,SNUG,,,X,,X,OFF,,,GN,Q POWER O,STR,GAP,GAP,ODD,4 DOWN,,,COVER 3 CLOUD,,ALBI 03,ALBI 15,03,85,00; 01; 06,0,11,R,3,L,-1.0,3.0,0,,,POWER,,,0,0,0,0,0,ALBI 03,ALBI 15,03,00; 01; 06,85,ODD,3x1,1,R,,0,COVER 3 CLOUD
618,"2025 UAB O vs Rice, PFF Play 134",134,4,3,8,'+30,3,,,8,4,0.0,P,M,11,TRIPS,,,,,,,ON,,INCOMPLETE,GN,JET SWEEP,WK,DB,,ODD,4 DOWN,,,COVER 6,,ALBI 03,ALBI 15,03,85,00; 01; 06,0,11,P,4,C,3.0,,0,0.0,,,,,0,0,0,0,0,,ALBI 15,03,00; 01; 06,85,ODD,1x3,0,R,ALBI 03,0,COVER 6
619,"2025 UAB O vs Rice, PFF Play 135",135,4,4,8,'+30,4,,,8,5,-9.0,P,M,11,DOUBLES,STK,Z IN,,,,,OPEN,,SACK,GF,JET SWEEP,STR,DB,,ODD,4 DOWN,,BLITZ,COVER 1,,ALBI 15,ALBI 15,03,85,00; 01; 06,0,11,P,5,C,,-9.0,0,0.0,,,,,0,0,0,0,0,ALBI 15,ALBI 15,03,00; 01; 06,85,ODD,2x2,0,P,,1,COVER 1
620,"2025 UAB O vs Rice, PFF Play 140",140,4,1,10,'-9,P,,,9,1,3.0,R,L,21,PRO - OPEN,SNUG,,,,,X,OFF,,,GF,CTR OY,STR,GAP,GAP,ODD,4 DOWN,,BLITZ,COVER 3,,ALBI 04,ALBI 15,04; 11,85,05; 18,0,21,R,1,L,-9.0,3.0,0,,,COUNTER,,,0,0,0,0,0,ALBI 04,ALBI 15,04; 11,05; 18,85,ODD,1x2,1,P,,1,COVER 3
621,"2025 UAB O vs Rice, PFF Play 141",141,4,2,7,'-12,2,,,9,2,10.0,P,M,11,TRIPS - SLOT,,TOZ,,X,,,OPEN,,COMPLETE,GEMP,JET SWEEP,STR,DB,,EVEN,4 DOWN,,,COVER 4,,ALBI 11,ALBI 15,11,85,00; 01; 06,0,11,P,2,C,3.0,10.0,0,0.0,,,,,0,0,0,0,0,ALBI 11,ALBI 15,11,00; 01; 06,85,EVEN,2x3,0,R,ALBI 11,0,COVER 4
622,"2025 UAB O vs Rice, PFF Play 142",142,4,1,10,'-22,P,,,9,3,0.0,P,L,12,PRO,,BUZZ,,,,,ON,,INCOMPLETE,,Y INSERT,STR,PA,,WIDE OVER,4 DOWN,,,COVER 3,,ALBI 88,ALBI 15,11,85; 88,08; 18,0,12,P,3,L,10.0,,0,0.0,,MAN,,,0,0,0,0,0,,ALBI 15,11,08; 18,85; 88,WIDE OVER,2x1,0,P,ALBI 88,0,COVER 3
623,"2025 UAB O vs Rice, PFF Play 143",143,4,2,10,'-22,2,,,9,4,0.0,P,L,12,SLOT - WING,,,,,,,,,INCOMPLETE,GN,JET SWEEP,STR,DB,,EVEN,4 DOWN,,,COVER 4,,ALBI 00,ALBI 15,11,85; 88,00; 01,0,12,P,4,L,,,0,0.0,,,,,0,0,0,0,0,,ALBI 15,11,00; 01,85; 88,EVEN,2x2,0,P,ALBI 00,0,COVER 4
624,"2025 UAB O vs Rice, PFF Play 144",144,4,3,10,'-22,3,,,9,5,5.0,P,L,11,TREY Y OFF,SNUG,,,X,,X,OFF,,RUN,GF,JET SWEEP,STR,DB,,OKIE,4 DOWN,STUNT,,COVER 3 CLOUD,,ALBI 15,ALBI 15,03,88,00; 01; 06,0,11,P,5,L,,5.0,0,0.0,,,,,0,0,0,0,0,ALBI 15,ALBI 15,03,00; 01; 06,88,ODD,3x1,0,P,,0,COVER 3 CLOUD
625,"2025 UAB O vs Rice, PFF Play 150",150,4,1,10,'-44,P,,,10,1,5.0,R,R,11,OTHER,,,,,,,,,,GEMP,QB DRAW,WK,DRAW,GAP,ONE INTERIOR,4 DOWN,,,COVER 1,,ALBI 15,ALBI 15,11,85,00; 01; 06,0,11,R,1,R,5.0,5.0,0,,,DRAW,,,0,0,0,0,0,ALBI 15,ALBI 15,11,00; 01; 06,85,ONE INTERIOR,5x2,1,P,,0,COVER 1
626,"2025 UAB O vs Rice, PFF Play 151",151,4,2,5,'-49,2,,,10,2,0.0,P,R,11,OTHER,,,,,,,,,INCOMPLETE,GEMP,JET SWEEP,STR,DB,,ONE INTERIOR,4 DOWN,,,COVER 1,,ALBI 11,ALBI 15,11,85,00; 01; 06,1,11,P,2,R,5.0,,0,0.0,,,,,0,0,1,0,0,,ALBI 15,11,00; 01; 06,85,ONE INTERIOR,5x2,0,R,ALBI 11,0,COVER 1
627,"2025 UAB O vs Rice, PFF Play 152",152,4,3,5,'-49,3,,,10,3,-7.0,P,R,11,TREY Y OFF,SNUG,,,X,,X,OFF,,SACK,GF,JET SWEEP,STR,DB,,BENCH,4 DOWN,STUNT,,COVER 1,,ALBI 15,ALBI 15,03,85,00; 01; 06,0,11,P,3,R,,-7.0,0,0.0,,,,,0,0,0,0,0,ALBI 15,ALBI 15,03,00; 01; 06,85,WIDE UNDER,1x3,0,P,,0,COVER 1
628,"2025 UAB O vs Rice, PFF Play 153",153,4,4,12,'-42,4,,,10,4,0.0,P,M,11,TRIPS,,,,,,,ON,,INCOMPLETE,GN,JET SWEEP,WK,DB,,OKIE,4 DOWN,,,COVER 2 MAN,2.0,ALBI 00,ALBI 15,03,85,00; 01; 06,0,11,P,4,C,-7.0,,0,0.0,,,,,0,0,0,0,0,,ALBI 15,03,00; 01; 06,85,ODD,1x3,0,P,ALBI 00,0,COVER 2 MAN
629,"2025 UAB O vs Rice, PFF Play 158",158,4,1,10,'-20,P,,,11,1,19.0,P,R,11,DUO Y OFF,SNUG,,,,,X,OFF,,RUN,GN,JET SWEEP,WK,DB,,OKIE,4 DOWN,,,COVER 2 MAN,2.0,ALBI 15,ALBI 15,04,85,00; 05; 18,0,11,P,1,R,,19.0,0,0.0,,,,,0,0,0,2,0,ALBI 15,ALBI 15,04,00; 05; 18,85,ODD,2x2,0,P,,0,COVER 2 MAN
630,"2025 UAB O vs Rice, PFF Play 159",159,4,1,10,'-39,P,,,11,2,6.0,P,R,11,OTHER,,,,,,,,,COMPLETE,GEMP,JET SWEEP,STR,DB,,ONE INTERIOR,4 DOWN,,,COVER 4,,ALBI 05,ALBI 15,11,85,00; 05; 18,0,11,P,2,R,19.0,6.0,1,0.0,,,,,0,0,0,2,0,ALBI 05,ALBI 15,11,00; 05; 18,85,ONE INTERIOR,5x2,0,P,ALBI 05,0,COVER 4
631,"2025 UAB O vs Rice, PFF Play 160",160,4,2,4,'-45,2,,,11,3,0.0,P,R,11,OTHER,,,,,,,,,INCOMPLETE,GEMP,JET SWEEP,STR,DB,,ONE INTERIOR,4 DOWN,,,COVER 4,,ALBI 00,ALBI 15,11,85,00; 05; 18,0,11,P,3,R,6.0,,0,0.0,,,,,0,0,0,2,0,,ALBI 15,11,00; 05; 18,85,ONE INTERIOR,5x2,0,P,ALBI 00,0,COVER 4
632,"2025 UAB O vs Rice, PFF Play 161",161,4,3,4,'-45,3,,,11,4,10.0,P,R,11,OTHER,,,,,,,,,COMPLETE,GEMP,JET SWEEP,STR,DB,,OKIE,4 DOWN,,,COVER 4,,ALBI 05,ALBI 15,11,85,00; 05; 18,0,11,P,4,R,,10.0,1,0.0,,,,,0,0,0,2,0,ALBI 05,ALBI 15,11,00; 05; 18,85,ODD,5x2,0,P,ALBI 05,0,COVER 4
633,"2025 UAB O vs Rice, PFF Play 162",162,4,1,10,'+45,P,,,11,5,0.0,P,R,11,TRIPS - OPEN,Y FLEX/STK,Z MTR,,X,,X,OPEN,,INCOMPLETE,GN,JET SWEEP,WK,DB,,OKIE,4 DOWN,,,COVER 2 MAN,2.0,ALBI 85,ALBI 15,04,85,00; 01; 05,0,11,P,5,R,10.0,,0,0.0,,,,,0,0,0,2,0,,ALBI 15,04,00; 01; 05,85,ODD,3x1,0,P,ALBI 85,0,COVER 2 MAN
634,"2025 UAB O vs Rice, PFF Play 163",163,4,2,10,'+45,2,,,11,6,0.0,P,R,11,TRIPS - OPEN,Y AT 3,,,X,,X,OPEN,,INCOMPLETE,GF,JET SWEEP,STR,DB,,OKIE,4 DOWN,,,COVER 2 MAN,2.0,ALBI 00,ALBI 15,04,85,00; 01; 05,0,11,P,6,R,,,0,0.0,,,,,0,0,0,2,0,,ALBI 15,04,00; 01; 05,85,ODD,3x1,0,P,ALBI 00,0,COVER 2 MAN
635,"2025 UAB O vs Rice, PFF Play 164",164,4,3,10,'+45,3,,,11,7,0.0,P,R,11,TRIPS - OPEN,Y FLEX/STK,,,X,,X,OPEN,,INCOMPLETE,GN,JET SWEEP,WK,DB,,OKIE,4 DOWN,,,PREVENT,,ALBI 06,ALBI 15,04,88,01; 05; 06,0,11,P,7,R,,,0,0.0,,,,,0,0,0,2,0,,ALBI 15,04,01; 05; 06,88,ODD,3x1,0,P,ALBI 06,0,PREVENT
636,"2025 UAB O vs North Texas, PFF Play 019",19,1,1,10,'-26,P,,,1,1,5.0,R,R,21,TRIPS,SNUG,,,,,X,ON,,,GN,Y INSERT,STR,ZN,GAP,WIDE OVER,4 DOWN,,,COVER 6,,ALBI 03,ALBI 07,03; 11,85,00; 06,0,21,R,1,R,,5.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 03,ALBI 07,03; 11,00; 06,85,WIDE OVER,1x3,1,,,0,COVER 6
637,"2025 UAB O vs North Texas, PFF Play 020",20,1,2,5,'-31,2,,,1,2,8.0,P,R,11,OTHER,,,,,,,,,COMPLETE,GEMP,JET SWEEP,STR,DB,,BENCH,4 DOWN,,,COVER 4,,ALBI 04,ALBI 07,04,85,00; 06; 18,1,11,P,2,R,5.0,8.0,1,0.0,,,,,1,0,1,0,0,ALBI 04,ALBI 07,04,00; 06; 18,85,WIDE UNDER,3x4,0,R,ALBI 04,0,COVER 4
638,"2025 UAB O vs North Texas, PFF Play 021",21,1,1,10,'-39,P,,,1,3,15.0,R,M,11,TREY Y OFF,SNUG,,,X,X,X,OFF,,,GF,SPL ZN SS,STR,ZN,GAP,BENCH,4 DOWN,STUNT,,COVER 6,,ALBI 04,ALBI 07,04,85,00; 06; 18,1,11,R,3,C,8.0,15.0,0,,,INSIDE ZONE,,,0,0,1,0,0,ALBI 04,ALBI 07,04,00; 06; 18,85,WIDE UNDER,3x1,1,P,,0,COVER 6
639,"2025 UAB O vs North Texas, PFF Play 022",22,1,1,10,'+46,P,,,1,4,0.0,P,R,11,TRIPS,,,,,,,ON,,INTERCEPTION,GN,JET SWEEP,WK,DB,,WIDE OVER,4 DOWN,,BLITZ,COVER 3,,ALBI 12,ALBI 15,04,85,00; 06; 12,1,11,P,4,R,15.0,,0,0.0,,,,,0,0,1,0,0,,ALBI 15,04,00; 06; 12,85,WIDE OVER,1x3,0,R,ALBI 12,1,COVER 3
640,"2025 UAB O vs North Texas, PFF Play 032",32,1,1,10,'-22,P,,,2,1,0.0,R,L,12,KING U OFF,,Z MTR,,,,X,SLOT,,,GF,Y INSERT,STR,ZN,GAP,OVER,4 DOWN,,,COVER 1,,ALBI 11,ALBI 07,11,17; 85,00; 08,0,12,R,1,L,,0.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 11,ALBI 07,11,00; 08,17; 85,OVER,3x1,1,P,,0,COVER 1
641,"2025 UAB O vs North Texas, PFF Play 039",39,1,1,10,'-20,P,,,3,1,9.0,R,M,11,DUO Y OFF,SNUG,Z MTR,,X,,X,OFF,,,GF,SPL ZN SS,STR,ZN,GAP,WIDE OVER,4 DOWN,,,COVER 4,,ALBI 04,ALBI 07,04,85,00; 06; 18,0,11,R,1,C,0.0,9.0,0,,,INSIDE ZONE,,,0,0,0,0,0,ALBI 04,ALBI 07,04,00; 06; 18,85,WIDE OVER,2x2,1,R,,0,COVER 4
642,"2025 UAB O vs North Texas, PFF Play 040",40,1,2,1,'-29,2,SY,,3,2,4.0,R,R,11,TREY Y OFF FIB,SNUG,,,X,X,X,OFF,CURLS,,PSTL,Y INSERT,STR,ZN,GAP,BENCH,4 DOWN,,,COVER 3,,ALBI 04,ALBI 07,04,85,00; 06; 18,1,11,R,2,R,9.0,4.0,0,,,MAN,,,0,0,1,0,0,ALBI 04,ALBI 07,04,00; 06; 18,85,WIDE UNDER,1x3,0,R,,0,COVER 3
643,"2025 UAB O vs North Texas, PFF Play 041",41,1,1,10,'-33,P,,,3,3,-5.0,X,R,30,OPEN - OPEN,,,,,,,,CURLS,,,JET SWEEP,STR,,GAP,EVEN,4 DOWN,,,,,,ALBI 16,03; 04; 11,,06; 18,1,30,X,3,R,4.0,,0,,,,ALBI 77 FST,,0,0,1,0,0,,ALBI 16,03; 04; 11,06; 18,,EVEN,1x1,0,R,,0,
644,"2025 UAB O vs North Texas, PFF Play 042",42,1,1,15,'-28,1,,,3,4,0.0,P,R,11,DUO Y OFF,SNUG,Z MTR,,,,X,OFF,,INCOMPLETE,GF,JET SWEEP,STR,DB,,BENCH,4 DOWN,,,COVER 4,,ALBI 00,ALBI 07,03,85,00; 06; 18,0,11,P,4,R,,,0,0.0,,,,,0,0,0,0,0,,ALBI 07,03,00; 06; 18,85,WIDE UNDER,2x2,0,X,ALBI 00,0,COVER 4
